Mississippi Masala, 1991
Mobsters, 1991
Mortal Thoughts, 1991
My Girl, 1991
My Own Private Idaho, 1991
Mystery Date, 1991
The Naked Gun 2½: The Smell of Fear, 1991
Naked Lunch, 1991
Necessary Roughness, 1991
New Jack City, 1991
Night on Earth, 1991
Not Without My Daughter, 1991
Nothing but Trouble, 1991
The Object of Beauty, 1991
Once Around, 1991
One Good Cop, 1991
Only the Lonely, 1991
Oscar, 1991
Other People's Money, 1991
Out for Justice, 1991
Paradise, 1991
Paris Trout, 1991
Pastime, 1991
The People Under the Stairs, 1991
Perfect Harmony, 1991
The Perfect Weapon, 1991
Point Break, 1991
Poison, 1991
The Prince of Tides, 1991
Problem Child 2, 1991
Puppet Master II, 1991
Puppet Master III: Toulon's Revenge, 1991
Pure Luck, 1991
A Rage in Harlem, 1991
Rambling Rose, 1991
The Rapture, 1991
Regarding Henry, 1991
Return to the Blue Lagoon, 1991
Ricochet, 1991
Road to Ruin, 1991
Robin Hood: Prince of Thieves, 1991
The Rocketeer, 1991
Rover Dangerfield, 1991
Run, 1991
Rush, 1991
Scenes from a Mall, 1991
Scissors, 1991
Scorchers, 1991
The Search for Signs of Intelligent Life in the Universe, 1991
Sgt. Kabukiman N.Y.P.D., 1991
Shadows and Fog, 1991
Shattered, 1991
Shout, 1991
Showdown in Little Tokyo, 1991
The Silence of the Lambs, 1991
Slacker, 1991
Sleeping with the Enemy, 1991
Soapdish, 1991
Sometimes They Come Back, 1991
Star Trek VI: The Undiscovered Country, 1991
Stepping Out, 1991
Stone Cold, 1991
Straight Out of Brooklyn, 1991
Strictly Business, 1991
Suburban Commando, 1991
The Super, 1991
Switch, 1991
The Taking of Beverly Hills, 1991
Talent for the Game, 1991
Talkin' Dirty After Dark, 1991
Teenage Mutant Ninja Turtles II: The Secret of the Ooze, 1991
Terminator 2: Judgment Day, 1991
Thelma & Louise, 1991
There's Nothing Out There, 1991
Together Alone, 1991
Toy Soldiers, 1991
Triple Bogey on a Par Five Hole, 1991
True Colors, 1991
True Identity, 1991
Two Evil Eyes, 1991
Victim of Love, 1991
What About Bob?, 1991
White Fang, 1991
Whore, 1991
Wild Hearts Can't Be Broken, 1991
Year of the Gun, 1991
1492: Conquest of Paradise, 1992
1991: The Year Punk Broke, 1992
3 Ninjas, 1992
Aladdin, 1992
Alien 3, 1992
American Me, 1992
Article 99, 1992
The Babe, 1992
Bad Lieutenant, 1992
Basic Instinct, 1992
Batman Returns, 1992
Beauty and the Beast, 1992
Bébé's Kids, 1992
Beethoven, 1992
Blame It on the Bellboy, 1992
Blown Away, 1992
Bob Roberts, 1992
The Bodyguard, 1992
Boomerang, 1992
Brain Donors, 1992
Bram Stoker's Dracula, 1992
Buffy the Vampire Slayer, 1992
Candyman, 1992
Captain Ron, 1992
Chain of Desire, 1992
Chaplin, 1992
Child of Rage, 1992
Children of the Corn II: The Final Sacrifice, 1992
Christopher Columbus: The Discovery, 1992
Claire of the Moon, 1992
Class Act, 1992
Consenting Adults, 1992
Cool World, 1992
CrissCross, 1992
Crossing the Bridge, 1992
Cruel Doubt, 1992
The Cutting Edge, 1992
Death Becomes Her, 1992
Deep Cover, 1992
Diggstown, 1992
The Distinguished Gentleman, 1992
Dr. Giggles, 1992
Encino Man, 1992
Equinox, 1992
Falling from Grace, 1992
Far and Away, 1992
FernGully: The Last Rainforest, 1992
A Few Good Men, 1992
Fifty/Fifty, 1992
Final Analysis, 1992
Folks!, 1992
Forever Young, 1992
Four Eyes and Six Guns, 1992
Freejack, 1992
Frozen Assets, 1992
Gas Food Lodging, 1992
Gladiator, 1992
Glengarry Glen Ross, 1992
The Gun in Betty Lou's Handbag, 1992
The Hand That Rocks the Cradle, 1992
Hero, 1992
Highway to Hell, 1992
Hoffa, 1992
Home Alone 2: Lost in New York, 1992
Honey, I Blew Up the Kid, 1992
Honeymoon in Vegas, 1992
Housesitter, 1992
Husbands and Wives, 1992
In the Soup, 1992
Innocent Blood, 1992
Into the Sun, 1992
Jennifer 8, 1992
Juice, 1992
Just Another Girl on the I.R.T., 1992
Knight Moves, 1992
Kuffs, 1992
Ladybugs, 1992
The Last of the Mohicans, 1992
The Lawnmower Man, 1992
A League of Their Own, 1992
Leap of Faith, 1992
Leaving Normal, 1992
Lethal Weapon 3, 1992
Light Sleeper, 1992
Live Wire, 1992
Lorenzo's Oil, 1992
Love Crimes, 1992
Love Field, 1992
Love Potion No. 9, 1992
Mac, 1992
Mad at the Moon, 1992
Malcolm X, 1992
The Mambo Kings, 1992
Man Bites Dog, 1992
Man Trouble, 1992
Meatballs 4, 1992
Medicine Man, 1992
Medusa: Dare to Be Truthful, 1992
Memoirs of an Invisible Man, 1992
Me, Myself & I, 1992
A Midnight Clear, 1992
The Mighty Ducks, 1992
Miracle Beach, 1992
Mistress, 1992
Mo' Money, 1992
Mom and Dad Save the World, 1992
Monster in a Box, 1992
Mr. Baseball, 1992
Mr. Saturday Night, 1992
Mrs. 'Arris Goes to Paris, 1992
The Muppet Christmas Carol, 1992
My Cousin Vinny, 1992
My New Gun, 1992
Nemesis, 1992
Newsies, 1992
Night and the City, 1992
Nitrate Kisses, 1992
Noises Off, 1992
O Pioneers!, 1992
Of Mice and Men, 1992
Oh, What a Night, 1992
Once Upon a Crime, 1992
One False Move, 1992
Only You, 1992
Out on a Limb, 1992
Passed Away, 1992
Passenger 57, 1992
Passion Fish, 1992
Patriot Games, 1992
Pet Sematary Two, 1992
Pets or Meat: The Return to Flint, 1992
Pinocchio, 1992
The Playboys, 1992
The Player, 1992
Poison Ivy, 1992
Post No Bills, 1992
The Power of One, 1992
Praying with Anger, 1992
Prelude to a Kiss, 1992
Primary Motive, 1992
Prison Planet, 1992
A Private Matter, 1992
Prom Night IV: Deliver Us from Evil, 1992
The Public Eye, 1992
Pure Country, 1992
Quicksand: No Escape, 1992
Radio Flyer, 1992
Rain Without Thunder, 1992
Raising Cain, 1992
Rapid Fire, 1992
Red Rock West, 1992
Reservoir Dogs, 1992
The Resurrected, 1992
Revenge of the Nerds III: The Next Generation, 1992
A River Runs Through It, 1992
Roadside Prophets, 1992
RoboCop 3, 1992
Rock-a-Doodle, 1992
Ruby, 1992
Samantha, 1992
Samurai Vampire Bikers From Hell, 1992
Scent of a Woman, 1992
School Ties, 1992
Seed People, 1992
The Setting Sun, 1992
Shakes the Clown, 1992
Shining Through, 1992
Shipwrecked, 1992
Sidekicks, 1992
Silent Night, Deadly Night 5: The Toy Maker, 1992
Simple Men, 1992
Sinatra, 1992
Sinbad, 1992
Single White Female, 1992
Singles, 1992
Sister Act, 1992
Sleepwalkers, 1992
Sneakers, 1992
Society, 1992
South Central, 1992
The Spirit of Christmas, 1992
Star Time, 1992
Stay Tuned, 1992
Stop! Or My Mom Will Shoot, 1992
Stormy Weathers, 1992
Storyville, 1992
Straight Talk, 1992
A Stranger Among Us, 1992
Swoon, 1992
That Night, 1992
There Goes the Neighborhood, 1992
This Is My Life, 1992
The Three Musketeers, 1992
Thumbelina, 1992
Thunderheart, 1992
Tiny Toon Adventures: How I Spent My Vacation, 1992
To Grandmother's House We Go, 1992
Tom and Jerry: The Movie, 1992
Topsy and Bunker: The Cat Killers, 1992
Toys, 1992
Traces of Red, 1992
Trespass, 1992
The Tune, 1992
The Turning, 1992
Twin Peaks: Fire Walk with Me, 1992
Under Siege, 1992
Unforgiven, 1992
Universal Soldier, 1992
Unlawful Entry, 1992
Used People, 1992
Visions of Light, 1992
The Waterdance, 1992
Waxwork II: Lost in Time, 1992
Wayne's World, 1992
Where the Day Takes You, 1992
Whispers in the Dark, 1992
White Men Can't Jump, 1992
White Sands, 1992
Who Do I Gotta Kill?, 1992
Wind, 1992
The Witness, 1992
The Year of the Comet, 1992
Zebrahead, 1992
Zipperface, 1992
Acting on Impulse, 1993
Addams Family Values, 1993
The Adventures of Huck Finn, 1993
The Age of Innocence, 1993
Aileen Wuornos: The Selling of a Serial Killer, 1993
Airborne, 1993
Alive, 1993
Amos & Andrew, 1993
Another Stakeout, 1993
Arizona Dream, 1993
Evil Dead 3: Army of Darkness, 1993
Aspen Extreme, 1993
The Ballad of Little Jo, 1993
Bank Robber, 1993
Batman: Mask of the Phantasm, 1993
Beethoven's 2nd, 1993
Benny & Joon, 1993
Best of the Best 2, 1993
The Beverly Hillbillies, 1993
Blood In Blood Out, 1993
Bodies, Rest & Motion, 1993
Body of Evidence, 1993
Body Snatchers, 1993
Boiling Point, 1993
Bopha!, 1993
Born Yesterday, 1993
Boxing Helena, 1993
A Bronx Tale, 1993
CB4, 1993
Calendar Girl, 1993
Cannibal! The Musical, 1993
Carlito's Way, 1993
The Cemetery Club, 1993
Cliffhanger, 1993
Coneheads, 1993
Cool Runnings, 1993
Cop and a Half, 1993
The Crush, 1993
The Cruel Path, 1993
Dangerous Game, 1993
A Dangerous Woman, 1993
The Dark Half, 1993
Dave, 1993
Dazed and Confused, 1993
Deadfall, 1993
Demolition Man, 1993
Dennis the Menace, 1993
Dragon: The Bruce Lee Story, 1993
Ernest Rides Again, 1993
Ethan Frome, 1993
Excessive Force, 1993
Extreme Justice, 1993
Falling Down, 1993
A Far Off Place, 1993
Fatal Instinct, 1993
Fearless, 1993
Fire on the Amazon, 1993
Fire in the Sky, 1993
The Firm, 1993
Flesh and Bone, 1993
Fly by Night, 1993
For Love or Money, 1993
Free Willy, 1993
The Fugitive, 1993
Geronimo: An American Legend, 1993
Gettysburg, 1993
Ghost in the Machine, 1993
The Good Son, 1993
Groundhog Day, 1993
Grumpy Old Men, 1993
Guilty as Sin, 1993
Happily Ever After, 1993
Hard Target, 1993
Heart and Souls, 1993
Heaven & Earth, 1993
Hexed, 1993
Hocus Pocus, 1993
A Home of Our Own, 1993
Homeward Bound: The Incredible Journey, 1993
Hot Shots! Part Deux, 1993
House of Cards, 1993
A House in the Hills, 1993
The House of the Spirits, 1993
In the Line of Fire, 1993
In the Name of the Father, 1993
Indecent Proposal, 1993
Indian Summer, 1993
Jack the Bear, 1993
Jason Goes to Hell: The Final Friday, 1993
Josh and S.A.M., 1993
Joshua Tree, 1993
The Joy Luck Club, 1993
Judgment Night, 1993
Jurassic Park, 1993
Kalifornia, 1993
King of the Hill, 1993
Last Action Hero, 1993
Leprechaun, 1993
Life with Mikey, 1993
Loaded Weapon 1, 1993
Lost in Yonkers, 1993
M. Butterfly, 1993
Mad Dog and Glory, 1993
Made in America, 1993
Malice, 1993
The Man Without a Face, 1993
Man's Best Friend, 1993
Manhattan Murder Mystery, 1993
Matinee, 1993
Me and the Kid, 1993
Menace II Society, 1993
The Meteor Man, 1993
Money for Nothing, 1993
Monolith, 1993
Mr. Jones, 1993
Mr. Nanny, 1993
Mr. Wonderful, 1993
Mrs. Doubtfire, 1993
Much Ado About Nothing, 1993
The Music of Chance, 1993
My Life, 1993
Naked in New York, 1993
Needful Things, 1993
The Nightmare Before Christmas, 1993
Nowhere to Run, 1993
Once Upon a Forest, 1993
Only the Strong, 1993
The Pelican Brief, 1993
A Perfect World, 1993
Philadelphia, 1993
The Piano, 1993
Poetic Justice, 1993
Point of No Return, 1993
Posse, 1993
The Program, 1993
Public Access, 1993
Puppet Master 4, 1993
The Real McCoy, 1993
Red Rock West, 1993
The Remains of the Day, 1993
Return of the Living Dead 3, 1993
Rich in Love, 1993
Rising Sun, 1993
Robin Hood: Men in Tights, 1993
RoboCop 3, 1993
Romeo Is Bleeding, 1993
Rookie of the Year, 1993
Roosters, 1993
Ruby Cairo, 1993
Ruby in Paradise, 1993
Rudy, 1993
The Saint of Fort Washington, 1993
The Sandlot, 1993
Schindler's List, 1993
Searching for Bobby Fischer, 1993
Sesame Street's 25th Birthday: A Musical Celebration!, 1993
Short Cuts, 1993
Sister Act 2: Back in the Habit, 1993
Six Degrees of Separation, 1993
Slaughter of the Innocents, 1993
Sleepless in Seattle, 1993
Sliver, 1993
Sniper, 1993
So I Married an Axe Murderer, 1993
Sommersby, 1993
Son in Law, 1993
Son of the Pink Panther, 1993
Striking Distance, 1993
Sunset Grill, 1993
Super Mario Bros., 1993
Suture, 1993
Swing Kids, 1993
Teenage Mutant Ninja Turtles III, 1993
The Temp, 1993
Theremin: An Electronic Odyssey, 1993
The Thing Called Love, 1993
This Boy's Life, 1993
The Three Musketeers, 1993
Three of Hearts, 1993
Tom and Jerry: The Movie, 1993
Tombstone, 1993
Totally F***ed Up, 1993
True Romance, 1993
Twenty Bucks, 1993
Undercover Blues, 1993
Untamed Heart, 1993
The Vanishing, 1993
The War Room, 1993
Warlock: The Armageddon, 1993
Watch It, 1993
Wayne's World 2, 1993
We're Back! A Dinosaur's Story, 1993
The Wedding Banquet, 1993
Weekend at Bernie's II, 1993
What's Eating Gilbert Grape, 1993
What's Love Got to Do with It, 1993
Where's God When I'm S-Scared?, 1993
White Wolves: A Cry in the Wild II, 1993
Who's the Man?, 1993
Wilder Napalm, 1993
Woman of Desire, 1993
Wrestling Ernest Hemingway, 1993
The Wrong Man, 1993
Younger and Younger, 1993
3 Chains o' Gold, 1994
3 Ninjas Kick Back, 1994
8 Seconds, 1994
Above the Rim, 1994
Abraham, 1994
Ace Ventura: Pet Detective, 1994
Africa: The Serengeti, 1994
The Air Up There, 1994
Airheads, 1994
Aladdin: The Return of Jafar, 1994
Alien Nation: Dark Horizon, 1994
Amateur, 1994
Andre, 1994
Angels in the Outfield, 1994
Angie, 1994
Another Midnight Run, 1994
Baby's Day Out, 1994
Bad Girls, 1994
Bar Girls, 1994
Barcelona, 1994
Beretta's Island, 1994
Beverly Hills Cop III, 1994
The Birds II: Land's End, 1994
Black Beauty, 1994
Blank Check, 1994
Blankman, 1994
Blind Justice, 1994
Blink, 1994
Bloodfist V: Human Target, 1994
Bloodlust: Subspecies III, 1994
Blown Away, 1994
Blue Chips, 1994
Blue Sky, 1994
Brainscan, 1994
Breach of Conduct, 1994
Breathing Lessons, 1994
Bullets over Broadway, 1994
Cabin Boy, 1994
Camp Nowhere, 1994
Campground Massacre, 1994
Cancer Wars, 1994
Car 54, Where Are You?, 1994
Chariots of Fur, 1994
The Chase, 1994
Chasers, 1994
China Moon, 1994
Cinderella, 1994
City Slickers II: The Legend of Curly's Gold, 1994
Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid, 1994
Clean, Shaven, 1994
Clean Slate, 1994
Clear and Present Danger, 1994
Clerks, 1994
The Client, 1994
Clifford, 1994
Cobb, 1994
Color of Night, 1994
Confessions of a Sorority Girl, 1994
The Cool Surface, 1994
Cool and the Crazy, 1994
Cops and Robbersons, 1994
Corrina, Corrina, 1994
The Cowboy Way, 1994
The Cremaster Cycle, 1994
Crooklyn, 1994
The Crow, 1994
Crumb, 1994
Cyborg 3: The Recycler, 1994
D2: The Mighty Ducks, 1994
The Dallas Connection, 1994
Deadly Target, 1994
Death and the Maiden, 1994
Death Wish V: The Face of Death, 1994
Dinosaur Island, 1994
Disclosure, 1994
Don't Drink the Water, 1994
Doomsday Gun, 1994
Double Dragon, 1994
Dream Lover, 1994
Drop Zone, 1994
Dumb and Dumber, 1994
Ed Wood, 1994
Emmanuelle in Space, 1994
Even Cowgirls Get the Blues, 1994
Exit to Eden, 1994
F.T.W., 1994
The Fantastic Four, 1994
Fast Getaway II, 1994
The Favor, 1994
Fear of a Black Hat, 1994
The Flintstones, 1994
The Foot Shooting Party, 1994
The Force, 1994
Forrest Gump, 1994
Frank & Jesse, 1994
Fresh, 1994
Gang War: Bangin' In Little Rock, 1994
Gary Larson's Tales from the Far Side, 1994
The Getaway, 1994
Getting Even with Dad, 1994
The Gift, 1994
The Girlie Show - Live Down Under, 1994
Go Fish, 1994
God Wants Me To Forgive Them!?!, 1994
Golden Gate, 1994
Greedy, 1994
Guarding Tess, 1994
Guinevere, 1994
Gunmen, 1994
Hail Caesar, 1994
Hated: GG Allin and the Murder Junkies, 1994
The Hidden II, 1994
Highlander III: The Sorcerer, 1994
Holy Matrimony, 1994
Honey, I Shrunk the Audience, 1994
Hoop Dreams, 1994
House Party 3, 1994
How the West Was Fun, 1994
The Hudsucker Proxy, 1994
I Don't Hate Las Vegas Anymore, 1994
I Like It Like That, 1994
I Love Trouble, 1994
I'll Do Anything, 1994
I.Q., 1994
Imaginary Crimes, 1994
Immortal Beloved, 1994
In Search of Dr. Seuss, 1994
In the Army Now, 1994
The Inkwell, 1994
Intersection, 1994
Interview with the Vampire, 1994
Iron Will, 1994
Is There Life Out There?, 1994
It Could Happen to You, 1994
It Don't Cost Nothin' to Say Good Morning, 1994
It's Pat, 1994
Jacob, 1994
Jason's Lyric, 1994
Jimmy Hollywood, 1994
Junior, 1994
Kickboxer 4, 1994
Kill the Moonlight, 1994
Killing Zoe, 1994
Knight Rider 2010, 1994
The Land Before Time II: The Great Valley Adventure, 1994
Lassie, 1994
The Last Seduction, 1994
Legends of the Fall, 1994
Leprechaun 2, 1994
Life with Billy, 1994
The Lion King, 1994
Little Big League, 1994
Little Buddha, 1994
Little Giants, 1994
Little Odessa, 1994
The Little Rascals, 1994
Little Women, 1994
Love Affair, 1994
Love and a .45, 1994
A Low Down Dirty Shame, 1994
The Lurking Fear, 1994
Major League II, 1994
Mary Shelley's Frankenstein, 1994
The Mask, 1994
Maverick, 1994
Men of War, 1994
Midnight Run for Your Life, 1994
Midnight Runaround, 1994
Milk Money, 1994
A Million to Juan, 1994
Miracle on 34th Street, 1994
Mixed Nuts, 1994
Molly & Gina, 1994
Monkey Trouble, 1994
The Monster, 1994
Mrs. Parker and the Vicious Circle, 1994
Multi-Facial, 1994
My Father the Hero, 1994
My Girl 2, 1994
My Summer Story, 1994
Naked Gun 33⅓: The Final Insult, 1994
National Lampoon's Last Resort, 1994
Natural Born Killers, 1994
Nell, 1994
The NeverEnding Story III: Escape from Fantasia, 1994
The Next Karate Kid, 1994
No Dessert, Dad, till You Mow the Lawn, 1994
Night Of The Axe, 1994
No Escape, 1994
Nobody's Fool, 1994
North, 1994
On Deadly Ground, 1994
One Survivor Remembers, 1994
Only You, 1994
Out of Darkness, 1994
PCU, 1994
The Pagemaster, 1994
The Paper, 1994
Party, 1994
Pentathlon, 1994
Pet Shop, 1994
Phantasm III: Lord of the Dead, 1994
Police Academy: Mission to Moscow, 1994
Pontiac Moon, 1994
Prêt-à-Porter, 1994
Princess Caraboo, 1994
Pulp Fiction, 1994
Pumpkinhead II: Blood Wings, 1994
Puppet Master 5: The Final Chapter, 1994
The Puppet Masters, 1994
Quiz Show, 1994
Radio Inside, 1994
Radioland Murders, 1994
Rapa Nui, 1994
Raw Justice, 1994
Reality Bites, 1994
The Ref, 1994
Renaissance Man, 1994
Revenge of the Nerds IV: Nerds in Love, 1994
Richie Rich, 1994
The River Wild, 1994
The Road to Wellville, 1994
Roadracers, 1994
Romeo Is Bleeding, 1994
Roswell, 1994
The Jungle Book, 1994
S.F.W., 1994
Sabotage, 1994
The Santa Clause, 1994
Scooby-Doo in Arabian Nights, 1994
The Scout, 1994
The Search for One-eye Jimmy, 1994
Sesame Street Jam: A Musical Celebration, 1994
The Secret of Roan Inish, 1994
Serial Mom, 1994
The Shadow, 1994
Shatter Dead, 1994
The Shawshank Redemption, 1994
The Silence of the Hams, 1994
Silent Fall, 1994
Silent Tongue, 1994
A Simple Twist of Fate, 1994
Sioux City, 1994
Sleep with Me, 1994
Spanking the Monkey, 1994
The Specialist, 1994
Speechless, 1994
Speed, 1994
Squanto: A Warrior's Tale, 1994
The Stand, 1994
Star Trek Generations, 1994
Stargate, 1994
Street Fighter, 1994
The Stoned Age, 1994
Sugar Hill, 1994
Surviving the Game, 1994
The Swan Princess, 1994
Swimming with Sharks, 1994
Teresa's Tattoo, 1994
Terminal Velocity, 1994
Texas Chainsaw Massacre: The Next Generation, 1994
That's Entertainment! III, 1994
Threesome, 1994
Thumbelina, 1994
Time Chasers, 1994
A Time to Heal, 1994
Timecop, 1994
Tom & Viv, 1994
Trapped in Paradise, 1994
Trial by Jury, 1994
A Troll in Central Park, 1994
Troublemakers, 1994
True Lies, 1994
Undefeatable, 1994
Vanya on 42nd Street, 1994
The Visual Bible: Acts, 1994
Wagons East!, 1994
The War, 1994
Wes Craven's New Nightmare, 1994
What Happened Was, 1994
When a Man Loves a Woman, 1994
White Fang 2: Myth of the White Wolf, 1994
Whore II, 1994
Widows' Peak, 1994
With Honors, 1994
Without Warning, 1994
Witness to the Execution, 1994
Wolf, 1994
World and Time Enough, 1994
Wyatt Earp, 1994
The Yearling, 1994
You So Crazy, 1994
3 Ninjas Knuckle Up, 1995
Above Suspicion, 1995
Ace Ventura: When Nature Calls, 1995
The Addiction, 1995
Amanda and the Alien, 1995
The Amazing Panda Adventure, 1995
The American President, 1995
Angela, 1995
Angels and Insects, 1995
Angus, 1995
Apollo 13, 1995
Assassins, 1995
Attack of the 60 Foot Centerfold, 1995
Aurora: Operation Intercept, 1995
Babe, 1995
The Baby-Sitters Club, 1995
Bad Boys, 1995
Bad Company, 1995
Balto, 1995
Bang, 1995
The Basketball Diaries, 1995
Batman Forever, 1995
Baywatch the Movie: Forbidden Paradise, 1995
Before Sunrise, 1995
Beyond Rangoon, 1995
The Big Green, 1995
Billy Madison, 1995
Black Scorpion, 1995
Bloodfist VI: Ground Zero, 1995
Bloodfist VII: Manhunt, 1995
Blue in the Face, 1995
Born to Be Wild, 1995
Boys Life, 1995
Boys on the Side, 1995
The Brady Bunch Movie, 1995
Braveheart, 1995
The Bridges of Madison County, 1995
The Brothers McMullen, 1995
A Bucket of Blood, 1995
Bushwhacked, 1995
Bye Bye Love, 1995
Canadian Bacon, 1995
Candyman 2: Farewell to the Flesh, 1995
Carnosaur 2, 1995
Casino, 1995
Casper, 1995
Castle Freak, 1995
Catherine the Great, 1995
The Celluloid Closet, 1995
The Chicken from Outer Space, 1995
Children of the Corn III: Urban Harvest, 1995
Citizen X, 1995
Clockers, 1995
Clueless, 1995
Coldblooded, 1995
The Computer Wore Tennis Shoes, 1995
Congo, 1995
Copycat, 1995
Cover Me, 1995
Crimson Tide, 1995
The Crossing Guard, 1995
Cry, the Beloved Country, 1995
